date,Target_Flower,Google_Trend_Score
"Oct 26 – Nov 1, 2025",petunia,37
"Nov 2 – 8, 2025",petunia,35
"Nov 9 – 15, 2025",petunia,35
"Nov 16 – 22, 2025",petunia,35
"Nov 23 – 29, 2025",petunia,34
"Nov 30 – Dec 6, 2025",petunia,31
"Dec 7 – 13, 2025",petunia,30
"Dec 14 – 20, 2025",petunia,32
"Dec 21 – 27, 2025",petunia,33
"Dec 28, 2025 – Jan 3, 2026",petunia,33
"Jan 4 – 10, 2026",petunia,34
"Jan 11 – 17, 2026",petunia,36
"Jan 18 – 24, 2026",petunia,36
"Jan 25 – 31, 2026",petunia,35
"Feb 1 – 7, 2026",petunia,39
"Feb 8 – 14, 2026",petunia,41
"Feb 15 – 21, 2026",petunia,43
"Feb 22 – 28, 2026",petunia,43
"Mar 1 – 7, 2026",petunia,48
"Mar 8 – 14, 2026",petunia,50
"Mar 2 – 8, 2025",poinsettia,9
"Mar 9 – 15, 2025",poinsettia,8
"Mar 16 – 22, 2025",poinsettia,7
"Mar 23 – 29, 2025",poinsettia,7
"Mar 30 – Apr 5, 2025",poinsettia,8
"Apr 6 – 12, 2025",poinsettia,8
"Apr 13 – 19, 2025",poinsettia,7
"Apr 20 – 26, 2025",poinsettia,7
"Apr 27 – May 3, 2025",poinsettia,7
"May 4 – 10, 2025",poinsettia,7
"May 11 – 17, 2025",poinsettia,7
"May 18 – 24, 2025",poinsettia,8
"May 25 – 31, 2025",poinsettia,7
"Jun 1 – 7, 2025",poinsettia,7
"Jun 8 – 14, 2025",poinsettia,6
"Jun 15 – 21, 2025",poinsettia,6
"Jun 22 – 28, 2025",poinsettia,7
"Jun 29 – Jul 5, 2025",poinsettia,7
"Jul 6 – 12, 2025",poinsettia,7
"Jul 13 – 19, 2025",poinsettia,7
"Jul 20 – 26, 2025",poinsettia,8
"Jul 27 – Aug 2, 2025",poinsettia,7
"Aug 3 – 9, 2025",poinsettia,8
"Aug 10 – 16, 2025",poinsettia,7
"Aug 17 – 23, 2025",poinsettia,8
"Aug 24 – 30, 2025",poinsettia,8
"Aug 31 – Sep 6, 2025",poinsettia,10
"Sep 7 – 13, 2025",poinsettia,9
"Sep 14 – 20, 2025",poinsettia,10
"Sep 21 – 27, 2025",poinsettia,10
"Sep 28 – Oct 4, 2025",poinsettia,13
"Oct 5 – 11, 2025",poinsettia,13
"Oct 12 – 18, 2025",poinsettia,14
"Oct 19 – 25, 2025",poinsettia,16
"Oct 26 – Nov 1, 2025",poinsettia,18
"Nov 2 – 8, 2025",poinsettia,28
"Nov 9 – 15, 2025",poinsettia,35
"Nov 16 – 22, 2025",poinsettia,55
"Nov 23 – 29, 2025",poinsettia,71
"Nov 30 – Dec 6, 2025",poinsettia,97
"Dec 7 – 13, 2025",poinsettia,100
"Dec 14 – 20, 2025",poinsettia,92
"Dec 21 – 27, 2025",poinsettia,73
"Dec 28, 2025 – Jan 3, 2026",poinsettia,33
"Jan 4 – 10, 2026",poinsettia,23
"Jan 11 – 17, 2026",poinsettia,19
"Jan 18 – 24, 2026",poinsettia,14
"Jan 25 – 31, 2026",poinsettia,13
"Feb 1 – 7, 2026",poinsettia,13
"Feb 8 – 14, 2026",poinsettia,27
"Feb 15 – 21, 2026",poinsettia,29
"Feb 22 – 28, 2026",poinsettia,16
"Mar 1 – 7, 2026",poinsettia,10
"Mar 8 – 14, 2026",poinsettia,11
"Mar 2 – 8, 2025",primrose,79
"Mar 9 – 15, 2025",primrose,79
"Mar 16 – 22, 2025",primrose,82
"Mar 23 – 29, 2025",primrose,85
"Mar 30 – Apr 5, 2025",primrose,90
"Apr 6 – 12, 2025",primrose,88
"Apr 13 – 19, 2025",primrose,82
"Apr 20 – 26, 2025",primrose,86
"Apr 27 – May 3, 2025",primrose,91
"May 4 – 10, 2025",primrose,84
"May 11 – 17, 2025",primrose,100
"May 18 – 24, 2025",primrose,85
"May 25 – 31, 2025",primrose,85
"Jun 1 – 7, 2025",primrose,86
"Jun 8 – 14, 2025",primrose,84
"Jun 15 – 21, 2025",primrose,81
"Jun 22 – 28, 2025",primrose,82
"Jun 29 – Jul 5, 2025",primrose,79
"Jul 6 – 12, 2025",primrose,81
"Jul 13 – 19, 2025",primrose,78
"Jul 20 – 26, 2025",primrose,84
"Jul 27 – Aug 2, 2025",primrose,84
"Aug 3 – 9, 2025",primrose,93
"Aug 10 – 16, 2025",primrose,90
"Aug 17 – 23, 2025",primrose,90
"Aug 24 – 30, 2025",primrose,91
"Aug 31 – Sep 6, 2025",primrose,82
"Sep 7 – 13, 2025",primrose,79
"Sep 14 – 20, 2025",primrose,76
"Sep 21 – 27, 2025",primrose,80
"Sep 28 – Oct 4, 2025",primrose,80
"Oct 5 – 11, 2025",primrose,77
"Oct 12 – 18, 2025",primrose,72
"Oct 19 – 25, 2025",primrose,78
"Oct 26 – Nov 1, 2025",primrose,75
"Nov 2 – 8, 2025",primrose,74
"Nov 9 – 15, 2025",primrose,77
"Nov 16 – 22, 2025",primrose,77
"Nov 23 – 29, 2025",primrose,70
"Nov 30 – Dec 6, 2025",primrose,72
"Dec 7 – 13, 2025",primrose,72
"Dec 14 – 20, 2025",primrose,71
"Dec 21 – 27, 2025",primrose,59
"Dec 28, 2025 – Jan 3, 2026",primrose,78
"Jan 4 – 10, 2026",primrose,75
"Jan 11 – 17, 2026",primrose,77
"Jan 18 – 24, 2026",primrose,81
"Jan 25 – 31, 2026",primrose,87
"Feb 1 – 7, 2026",primrose,87
"Feb 8 – 14, 2026",primrose,91
"Feb 15 – 21, 2026",primrose,91
"Feb 22 – 28, 2026",primrose,80
"Mar 1 – 7, 2026",primrose,83
"Mar 8 – 14, 2026",primrose,77
"Mar 2 – 8, 2025",rhododendron,42
"Mar 9 – 15, 2025",rhododendron,44
"Mar 16 – 22, 2025",rhododendron,53
"Mar 23 – 29, 2025",rhododendron,56
"Mar 30 – Apr 5, 2025",rhododendron,68
"Apr 6 – 12, 2025",rhododendron,61
"Apr 13 – 19, 2025",rhododendron,77
"Apr 20 – 26, 2025",rhododendron,87
"Apr 27 – May 3, 2025",rhododendron,99
"May 4 – 10, 2025",rhododendron,99
"May 11 – 17, 2025",rhododendron,100
"May 18 – 24, 2025",rhododendron,87
"May 25 – 31, 2025",rhododendron,83
"Jun 1 – 7, 2025",rhododendron,66
"Jun 8 – 14, 2025",rhododendron,54
"Jun 15 – 21, 2025",rhododendron,47
"Jun 22 – 28, 2025",rhododendron,43
"Jun 29 – Jul 5, 2025",rhododendron,40
"Jul 6 – 12, 2025",rhododendron,39
"Jul 13 – 19, 2025",rhododendron,34
"Jul 20 – 26, 2025",rhododendron,34
"Jul 27 – Aug 2, 2025",rhododendron,32
"Aug 3 – 9, 2025",rhododendron,34
"Aug 10 – 16, 2025",rhododendron,34
"Aug 17 – 23, 2025",rhododendron,33
"Aug 24 – 30, 2025",rhododendron,32
"Aug 31 – Sep 6, 2025",rhododendron,33
"Sep 7 – 13, 2025",rhododendron,33
"Sep 14 – 20, 2025",rhododendron,29
"Sep 21 – 27, 2025",rhododendron,28
"Sep 28 – Oct 4, 2025",rhododendron,29
"Oct 5 – 11, 2025",rhododendron,28
"Oct 12 – 18, 2025",rhododendron,29
"Oct 19 – 25, 2025",rhododendron,25
"Oct 26 – Nov 1, 2025",rhododendron,22
"Nov 2 – 8, 2025",rhododendron,23
"Nov 9 – 15, 2025",rhododendron,23
"Nov 16 – 22, 2025",rhododendron,20
"Nov 23 – 29, 2025",rhododendron,17
"Nov 30 – Dec 6, 2025",rhododendron,16
"Dec 7 – 13, 2025",rhododendron,15
"Dec 14 – 20, 2025",rhododendron,15
"Dec 21 – 27, 2025",rhododendron,14
"Dec 28, 2025 – Jan 3, 2026",rhododendron,16
"Jan 4 – 10, 2026",rhododendron,16
"Jan 11 – 17, 2026",rhododendron,17
"Jan 18 – 24, 2026",rhododendron,18
"Jan 25 – 31, 2026",rhododendron,20
"Feb 1 – 7, 2026",rhododendron,28
"Feb 8 – 14, 2026",rhododendron,29
"Feb 15 – 21, 2026",rhododendron,32
"Feb 22 – 28, 2026",rhododendron,34
"Mar 1 – 7, 2026",rhododendron,42
"Mar 8 – 14, 2026",rhododendron,69
"Mar 2 – 8, 2025",snapdragon,45
"Mar 9 – 15, 2025",snapdragon,42
"Mar 16 – 22, 2025",snapdragon,46
"Mar 23 – 29, 2025",snapdragon,43
"Mar 30 – Apr 5, 2025",snapdragon,43
"Apr 6 – 12, 2025",snapdragon,49
"Apr 13 – 19, 2025",snapdragon,42
"Apr 20 – 26, 2025",snapdragon,44
"Apr 27 – May 3, 2025",snapdragon,46
"May 4 – 10, 2025",snapdragon,43
"May 11 – 17, 2025",snapdragon,45
"May 18 – 24, 2025",snapdragon,44
"May 25 – 31, 2025",snapdragon,43
"Jun 1 – 7, 2025",snapdragon,43
"Jun 8 – 14, 2025",snapdragon,43
"Jun 15 – 21, 2025",snapdragon,45
"Jun 22 – 28, 2025",snapdragon,46
"Jun 29 – Jul 5, 2025",snapdragon,43
"Jul 6 – 12, 2025",snapdragon,50
"Jul 13 – 19, 2025",snapdragon,48
"Jul 20 – 26, 2025",snapdragon,50
"Jul 27 – Aug 2, 2025",snapdragon,53
"Aug 3 – 9, 2025",snapdragon,58
"Aug 10 – 16, 2025",snapdragon,67
"Aug 17 – 23, 2025",snapdragon,69
"Aug 24 – 30, 2025",snapdragon,68
"Aug 31 – Sep 6, 2025",snapdragon,77
"Sep 7 – 13, 2025",snapdragon,79
"Sep 14 – 20, 2025",snapdragon,77
"Sep 21 – 27, 2025",snapdragon,100
"Sep 28 – Oct 4, 2025",snapdragon,82
"Oct 5 – 11, 2025",snapdragon,70
"Oct 12 – 18, 2025",snapdragon,71
"Oct 19 – 25, 2025",snapdragon,73
"Oct 26 – Nov 1, 2025",snapdragon,65
"Nov 2 – 8, 2025",snapdragon,61
"Nov 9 – 15, 2025",snapdragon,69
"Nov 16 – 22, 2025",snapdragon,64
"Nov 23 – 29, 2025",snapdragon,78
"Nov 30 – Dec 6, 2025",snapdragon,74
"Dec 7 – 13, 2025",snapdragon,62
"Dec 14 – 20, 2025",snapdragon,64
"Dec 21 – 27, 2025",snapdragon,57
"Dec 28, 2025 – Jan 3, 2026",snapdragon,55
"Jan 4 – 10, 2026",snapdragon,52
"Jan 11 – 17, 2026",snapdragon,62
"Jan 18 – 24, 2026",snapdragon,66
"Jan 25 – 31, 2026",snapdragon,63
"Feb 1 – 7, 2026",snapdragon,65
"Feb 8 – 14, 2026",snapdragon,58
"Feb 15 – 21, 2026",snapdragon,60
"Feb 22 – 28, 2026",snapdragon,46
"Mar 1 – 7, 2026",snapdragon,50
"Mar 8 – 14, 2026",snapdragon,56
"Mar 2 – 8, 2025",snowdrop,81
"Mar 9 – 15, 2025",snowdrop,81
"Mar 16 – 22, 2025",snowdrop,75
"Mar 23 – 29, 2025",snowdrop,69
"Mar 30 – Apr 5, 2025",snowdrop,66
"Apr 6 – 12, 2025",snowdrop,61
"Apr 13 – 19, 2025",snowdrop,60
"Apr 20 – 26, 2025",snowdrop,62
"Apr 27 – May 3, 2025",snowdrop,62
"May 4 – 10, 2025",snowdrop,57
"May 11 – 17, 2025",snowdrop,58
"May 18 – 24, 2025",snowdrop,53
"May 25 – 31, 2025",snowdrop,56
"Jun 1 – 7, 2025",snowdrop,54
"Jun 8 – 14, 2025",snowdrop,57
"Jun 15 – 21, 2025",snowdrop,60
"Jun 22 – 28, 2025",snowdrop,57
"Jun 29 – Jul 5, 2025",snowdrop,59
"Jul 6 – 12, 2025",snowdrop,77
"Jul 13 – 19, 2025",snowdrop,64
"Jul 20 – 26, 2025",snowdrop,59
"Jul 27 – Aug 2, 2025",snowdrop,61
"Aug 3 – 9, 2025",snowdrop,60
"Aug 10 – 16, 2025",snowdrop,62
"Aug 17 – 23, 2025",snowdrop,59
"Aug 24 – 30, 2025",snowdrop,57
"Aug 31 – Sep 6, 2025",snowdrop,60
"Sep 7 – 13, 2025",snowdrop,54
"Sep 14 – 20, 2025",snowdrop,56
"Sep 21 – 27, 2025",snowdrop,55
"Sep 28 – Oct 4, 2025",snowdrop,55
"Oct 5 – 11, 2025",snowdrop,52
"Oct 12 – 18, 2025",snowdrop,58
"Oct 19 – 25, 2025",snowdrop,61
"Oct 26 – Nov 1, 2025",snowdrop,55
"Nov 2 – 8, 2025",snowdrop,53
"Nov 9 – 15, 2025",snowdrop,57
"Nov 16 – 22, 2025",snowdrop,58
"Nov 23 – 29, 2025",snowdrop,54
"Nov 30 – Dec 6, 2025",snowdrop,57
"Dec 7 – 13, 2025",snowdrop,58
"Dec 14 – 20, 2025",snowdrop,58
"Dec 21 – 27, 2025",snowdrop,65
"Dec 28, 2025 – Jan 3, 2026",snowdrop,74
"Jan 4 – 10, 2026",snowdrop,74
"Jan 11 – 17, 2026",snowdrop,77
"Jan 18 – 24, 2026",snowdrop,80
"Jan 25 – 31, 2026",snowdrop,85
"Feb 1 – 7, 2026",snowdrop,93
"Feb 8 – 14, 2026",snowdrop,93
"Feb 15 – 21, 2026",snowdrop,93
"Feb 22 – 28, 2026",snowdrop,82
"Mar 1 – 7, 2026",snowdrop,74
"Mar 8 – 14, 2026",snowdrop,100
"Mar 2 – 8, 2025",sweet pea,71
"Mar 9 – 15, 2025",sweet pea,74
"Mar 16 – 22, 2025",sweet pea,78
"Mar 23 – 29, 2025",sweet pea,77
"Mar 30 – Apr 5, 2025",sweet pea,83
"Apr 6 – 12, 2025",sweet pea,80
"Apr 13 – 19, 2025",sweet pea,82
"Apr 20 – 26, 2025",sweet pea,80
"Apr 27 – May 3, 2025",sweet pea,81
"May 4 – 10, 2025",sweet pea,79
"May 11 – 17, 2025",sweet pea,78
"May 18 – 24, 2025",sweet pea,74
"May 25 – 31, 2025",sweet pea,67
"Jun 1 – 7, 2025",sweet pea,66
"Jun 8 – 14, 2025",sweet pea,67
"Jun 15 – 21, 2025",sweet pea,69
"Jun 22 – 28, 2025",sweet pea,68
"Jun 29 – Jul 5, 2025",sweet pea,66
"Jul 6 – 12, 2025",sweet pea,63
"Jul 13 – 19, 2025",sweet pea,61
"Jul 20 – 26, 2025",sweet pea,62
"Jul 27 – Aug 2, 2025",sweet pea,66
"Aug 3 – 9, 2025",sweet pea,64
"Aug 10 – 16, 2025",sweet pea,66
"Aug 17 – 23, 2025",sweet pea,62
"Aug 24 – 30, 2025",sweet pea,59
"Aug 31 – Sep 6, 2025",sweet pea,58
"Sep 7 – 13, 2025",sweet pea,52
"Sep 14 – 20, 2025",sweet pea,54
"Sep 21 – 27, 2025",sweet pea,54
"Sep 28 – Oct 4, 2025",sweet pea,53
"Oct 5 – 11, 2025",sweet pea,54
"Oct 12 – 18, 2025",sweet pea,52
"Oct 19 – 25, 2025",sweet pea,51
"Oct 26 – Nov 1, 2025",sweet pea,49
"Nov 2 – 8, 2025",sweet pea,50
"Nov 9 – 15, 2025",sweet pea,55
"Nov 16 – 22, 2025",sweet pea,49
"Nov 23 – 29, 2025",sweet pea,62
"Nov 30 – Dec 6, 2025",sweet pea,49
"Dec 7 – 13, 2025",sweet pea,52
"Dec 14 – 20, 2025",sweet pea,60
"Dec 21 – 27, 2025",sweet pea,60
"Dec 28, 2025 – Jan 3, 2026",sweet pea,62
"Jan 4 – 10, 2026",sweet pea,62
"Jan 11 – 17, 2026",sweet pea,67
"Jan 18 – 24, 2026",sweet pea,64
"Jan 25 – 31, 2026",sweet pea,66
"Feb 1 – 7, 2026",sweet pea,67
"Feb 8 – 14, 2026",sweet pea,100
"Feb 15 – 21, 2026",sweet pea,82
"Feb 22 – 28, 2026",sweet pea,72
"Mar 1 – 7, 2026",sweet pea,83
"Mar 8 – 14, 2026",sweet pea,84
"Mar 2 – 8, 2025",verbena,40
"Mar 9 – 15, 2025",verbena,41
"Mar 16 – 22, 2025",verbena,42
"Mar 23 – 29, 2025",verbena,43
"Mar 30 – Apr 5, 2025",verbena,46
"Apr 6 – 12, 2025",verbena,48
"Apr 13 – 19, 2025",verbena,49
"Apr 20 – 26, 2025",verbena,55
"Apr 27 – May 3, 2025",verbena,62
"May 4 – 10, 2025",verbena,65
"May 11 – 17, 2025",verbena,68
"May 18 – 24, 2025",verbena,61
"May 25 – 31, 2025",verbena,58
"Jun 1 – 7, 2025",verbena,55
"Jun 8 – 14, 2025",verbena,56
"Jun 15 – 21, 2025",verbena,57
"Jun 22 – 28, 2025",verbena,64
"Jun 29 – Jul 5, 2025",verbena,47
"Jul 6 – 12, 2025",verbena,49
"Jul 13 – 19, 2025",verbena,56
"Jul 20 – 26, 2025",verbena,47
"Jul 27 – Aug 2, 2025",verbena,46
"Aug 3 – 9, 2025",verbena,49
"Aug 10 – 16, 2025",verbena,52
"Aug 17 – 23, 2025",verbena,52
"Aug 24 – 30, 2025",verbena,48
"Aug 31 – Sep 6, 2025",verbena,47
"Sep 7 – 13, 2025",verbena,44
"Sep 14 – 20, 2025",verbena,41
"Sep 21 – 27, 2025",verbena,41
"Sep 28 – Oct 4, 2025",verbena,46
"Oct 5 – 11, 2025",verbena,42
"Oct 12 – 18, 2025",verbena,40
"Oct 19 – 25, 2025",verbena,41
"Oct 26 – Nov 1, 2025",verbena,37
"Nov 2 – 8, 2025",verbena,41
"Nov 9 – 15, 2025",verbena,61
"Nov 16 – 22, 2025",verbena,39
"Nov 23 – 29, 2025",verbena,100
"Nov 30 – Dec 6, 2025",verbena,39
"Dec 7 – 13, 2025",verbena,37
"Dec 14 – 20, 2025",verbena,38
"Dec 21 – 27, 2025",verbena,34
"Dec 28, 2025 – Jan 3, 2026",verbena,37
"Jan 4 – 10, 2026",verbena,37
"Jan 11 – 17, 2026",verbena,41
"Jan 18 – 24, 2026",verbena,41
"Jan 25 – 31, 2026",verbena,40
"Feb 1 – 7, 2026",verbena,44
"Feb 8 – 14, 2026",verbena,46
"Feb 15 – 21, 2026",verbena,45
"Feb 22 – 28, 2026",verbena,45
"Mar 1 – 7, 2026",verbena,51
"Mar 8 – 14, 2026",verbena,53
"Mar 2 – 8, 2025",water lily,61
"Mar 9 – 15, 2025",water lily,57
"Mar 16 – 22, 2025",water lily,60
"Mar 23 – 29, 2025",water lily,63
"Mar 30 – Apr 5, 2025",water lily,63
"Apr 6 – 12, 2025",water lily,61
"Apr 13 – 19, 2025",water lily,61
"Apr 20 – 26, 2025",water lily,68
"Apr 27 – May 3, 2025",water lily,69
"May 4 – 10, 2025",water lily,67
"May 11 – 17, 2025",water lily,68
"May 18 – 24, 2025",water lily,65
"May 25 – 31, 2025",water lily,60
"Jun 1 – 7, 2025",water lily,60
"Jun 8 – 14, 2025",water lily,65
"Jun 15 – 21, 2025",water lily,63
"Jun 22 – 28, 2025",water lily,62
"Jun 29 – Jul 5, 2025",water lily,65
"Jul 6 – 12, 2025",water lily,66
"Jul 13 – 19, 2025",water lily,67
"Jul 20 – 26, 2025",water lily,69
"Jul 27 – Aug 2, 2025",water lily,68
"Aug 3 – 9, 2025",water lily,70
"Aug 10 – 16, 2025",water lily,72
"Aug 17 – 23, 2025",water lily,71
"Aug 24 – 30, 2025",water lily,70
"Aug 31 – Sep 6, 2025",water lily,68
"Sep 7 – 13, 2025",water lily,65
"Sep 14 – 20, 2025",water lily,63
"Sep 21 – 27, 2025",water lily,67
"Sep 28 – Oct 4, 2025",water lily,63
"Oct 5 – 11, 2025",water lily,59
"Oct 12 – 18, 2025",water lily,62
"Oct 19 – 25, 2025",water lily,60
"Oct 26 – Nov 1, 2025",water lily,57
"Nov 2 – 8, 2025",water lily,61
"Nov 9 – 15, 2025",water lily,59
"Nov 16 – 22, 2025",water lily,59
"Nov 23 – 29, 2025",water lily,54
"Nov 30 – Dec 6, 2025",water lily,61
"Dec 7 – 13, 2025",water lily,54
"Dec 14 – 20, 2025",water lily,51
"Dec 21 – 27, 2025",water lily,52
"Dec 28, 2025 – Jan 3, 2026",water lily,56
"Jan 4 – 10, 2026",water lily,59
"Jan 11 – 17, 2026",water lily,63
"Jan 18 – 24, 2026",water lily,68
"Jan 25 – 31, 2026",water lily,63
"Feb 1 – 7, 2026",water lily,73
"Feb 8 – 14, 2026",water lily,96
"Feb 15 – 21, 2026",water lily,100
"Feb 22 – 28, 2026",water lily,69
"Mar 1 – 7, 2026",water lily,60
"Mar 8 – 14, 2026",water lily,70
"Mar 2 – 8, 2025",zinnia,64
"Mar 9 – 15, 2025",zinnia,69
"Mar 16 – 22, 2025",zinnia,74
"Mar 23 – 29, 2025",zinnia,75
"Mar 30 – Apr 5, 2025",zinnia,79
"Apr 6 – 12, 2025",zinnia,80
"Apr 13 – 19, 2025",zinnia,79
"Apr 20 – 26, 2025",zinnia,88
"Apr 27 – May 3, 2025",zinnia,91
"May 4 – 10, 2025",zinnia,93
"May 11 – 17, 2025",zinnia,100
"May 18 – 24, 2025",zinnia,81
"May 25 – 31, 2025",zinnia,86
"Jun 1 – 7, 2025",zinnia,87
"Jun 8 – 14, 2025",zinnia,76
"Jun 15 – 21, 2025",zinnia,70
"Jun 22 – 28, 2025",zinnia,71
"Jun 29 – Jul 5, 2025",zinnia,66
"Jul 6 – 12, 2025",zinnia,68
"Jul 13 – 19, 2025",zinnia,71
"Jul 20 – 26, 2025",zinnia,68
"Jul 27 – Aug 2, 2025",zinnia,65
"Aug 3 – 9, 2025",zinnia,71
"Aug 10 – 16, 2025",zinnia,72
"Aug 17 – 23, 2025",zinnia,70
"Aug 24 – 30, 2025",zinnia,71
"Aug 31 – Sep 6, 2025",zinnia,67
"Sep 7 – 13, 2025",zinnia,65
"Sep 14 – 20, 2025",zinnia,60
"Sep 21 – 27, 2025",zinnia,60
"Sep 28 – Oct 4, 2025",zinnia,55
"Oct 5 – 11, 2025",zinnia,55
"Oct 12 – 18, 2025",zinnia,54
"Oct 19 – 25, 2025",zinnia,53
"Oct 26 – Nov 1, 2025",zinnia,45
"Nov 2 – 8, 2025",zinnia,47
"Nov 9 – 15, 2025",zinnia,44
"Nov 16 – 22, 2025",zinnia,40
"Nov 23 – 29, 2025",zinnia,39
"Nov 30 – Dec 6, 2025",zinnia,39
"Dec 7 – 13, 2025",zinnia,35
"Dec 14 – 20, 2025",zinnia,38
"Dec 21 – 27, 2025",zinnia,36
"Dec 28, 2025 – Jan 3, 2026",zinnia,42
"Jan 4 – 10, 2026",zinnia,45
"Jan 11 – 17, 2026",zinnia,47
"Jan 18 – 24, 2026",zinnia,46
"Jan 25 – 31, 2026",zinnia,49
"Feb 1 – 7, 2026",zinnia,54
"Feb 8 – 14, 2026",zinnia,63
"Feb 15 – 21, 2026",zinnia,69
"Feb 22 – 28, 2026",zinnia,67
"Mar 1 – 7, 2026",zinnia,82
"Mar 8 – 14, 2026",zinnia,91
"Mar 2 – 8, 2025",aster,32
"Mar 9 – 15, 2025",aster,33
"Mar 16 – 22, 2025",aster,34
"Mar 23 – 29, 2025",aster,35
"Mar 30 – Apr 5, 2025",aster,36
"Apr 6 – 12, 2025",aster,40
"Apr 13 – 19, 2025",aster,38
"Apr 20 – 26, 2025",aster,37
"Apr 27 – May 3, 2025",aster,37
"May 4 – 10, 2025",aster,36
"May 11 – 17, 2025",aster,40
"May 18 – 24, 2025",aster,40
"May 25 – 31, 2025",aster,36
"Jun 1 – 7, 2025",aster,36
"Jun 8 – 14, 2025",aster,39
"Jun 15 – 21, 2025",aster,37
"Jun 22 – 28, 2025",aster,35
"Jun 29 – Jul 5, 2025",aster,35
"Jul 6 – 12, 2025",aster,37
"Jul 13 – 19, 2025",aster,43
"Jul 20 – 26, 2025",aster,43
"Jul 27 – Aug 2, 2025",aster,41
"Aug 3 – 9, 2025",aster,41
"Aug 10 – 16, 2025",aster,42
"Aug 17 – 23, 2025",aster,43
"Aug 24 – 30, 2025",aster,42
"Aug 31 – Sep 6, 2025",aster,40
"Sep 7 – 13, 2025",aster,41
"Sep 14 – 20, 2025",aster,63
"Sep 21 – 27, 2025",aster,100
"Sep 28 – Oct 4, 2025",aster,77
"Oct 5 – 11, 2025",aster,68
"Oct 12 – 18, 2025",aster,50
"Oct 19 – 25, 2025",aster,47
"Oct 26 – Nov 1, 2025",aster,42
"Nov 2 – 8, 2025",aster,46
"Nov 9 – 15, 2025",aster,42
"Nov 16 – 22, 2025",aster,43
"Nov 23 – 29, 2025",aster,38
"Nov 30 – Dec 6, 2025",aster,39
"Dec 7 – 13, 2025",aster,37
"Dec 14 – 20, 2025",aster,38
"Dec 21 – 27, 2025",aster,36
"Dec 28, 2025 – Jan 3, 2026",aster,36
"Jan 4 – 10, 2026",aster,36
"Jan 11 – 17, 2026",aster,35
"Jan 18 – 24, 2026",aster,36
"Jan 25 – 31, 2026",aster,37
"Feb 1 – 7, 2026",aster,40
"Feb 8 – 14, 2026",aster,41
"Feb 15 – 21, 2026",aster,35
"Feb 22 – 28, 2026",aster,34
"Mar 1 – 7, 2026",aster,35
"Mar 8 – 14, 2026",aster,34
"Mar 2 – 8, 2025",azalea,55
"Mar 9 – 15, 2025",azalea,58
"Mar 16 – 22, 2025",azalea,78
"Mar 23 – 29, 2025",azalea,68
"Mar 30 – Apr 5, 2025",azalea,78
"Apr 6 – 12, 2025",azalea,84
"Apr 13 – 19, 2025",azalea,80
"Apr 20 – 26, 2025",azalea,73
"Apr 27 – May 3, 2025",azalea,84
"May 4 – 10, 2025",azalea,84
"May 11 – 17, 2025",azalea,78
"May 18 – 24, 2025",azalea,62
"May 25 – 31, 2025",azalea,55
"Jun 1 – 7, 2025",azalea,53
"Jun 8 – 14, 2025",azalea,60
"Jun 15 – 21, 2025",azalea,57
"Jun 22 – 28, 2025",azalea,49
"Jun 29 – Jul 5, 2025",azalea,44
"Jul 6 – 12, 2025",azalea,43
"Jul 13 – 19, 2025",azalea,55
"Jul 20 – 26, 2025",azalea,47
"Jul 27 – Aug 2, 2025",azalea,47
"Aug 3 – 9, 2025",azalea,76
"Aug 10 – 16, 2025",azalea,53
"Aug 17 – 23, 2025",azalea,49
"Aug 24 – 30, 2025",azalea,45
"Aug 31 – Sep 6, 2025",azalea,45
"Sep 7 – 13, 2025",azalea,86
"Sep 14 – 20, 2025",azalea,100
"Sep 21 – 27, 2025",azalea,55
"Sep 28 – Oct 4, 2025",azalea,49
"Oct 5 – 11, 2025",azalea,48
"Oct 12 – 18, 2025",azalea,65
"Oct 19 – 25, 2025",azalea,79
"Oct 26 – Nov 1, 2025",azalea,54
"Nov 2 – 8, 2025",azalea,56
"Nov 9 – 15, 2025",azalea,55
"Nov 16 – 22, 2025",azalea,44
"Nov 23 – 29, 2025",azalea,48
"Nov 30 – Dec 6, 2025",azalea,50
"Dec 7 – 13, 2025",azalea,46
"Dec 14 – 20, 2025",azalea,43
"Dec 21 – 27, 2025",azalea,43
"Dec 28, 2025 – Jan 3, 2026",azalea,80
"Jan 4 – 10, 2026",azalea,52
"Jan 11 – 17, 2026",azalea,51
"Jan 18 – 24, 2026",azalea,50
"Jan 25 – 31, 2026",azalea,46
"Feb 1 – 7, 2026",azalea,48
"Feb 8 – 14, 2026",azalea,53
"Feb 15 – 21, 2026",azalea,51
"Feb 22 – 28, 2026",azalea,49
"Mar 1 – 7, 2026",azalea,62
"Mar 8 – 14, 2026",azalea,65
"Mar 2 – 8, 2025",baby breath,59
"Mar 9 – 15, 2025",baby breath,53
"Mar 16 – 22, 2025",baby breath,54
"Mar 23 – 29, 2025",baby breath,55
"Mar 30 – Apr 5, 2025",baby breath,55
"Apr 6 – 12, 2025",baby breath,57
"Apr 13 – 19, 2025",baby breath,56
"Apr 20 – 26, 2025",baby breath,58
"Apr 27 – May 3, 2025",baby breath,61
"May 4 – 10, 2025",baby breath,71
"May 11 – 17, 2025",baby breath,67
"May 18 – 24, 2025",baby breath,58
"May 25 – 31, 2025",baby breath,58
